"STREET_ID","STREET_NAME","STREET_TYPE","ROAD_LEVEL","CREATED_AT","IS_DELETED","UPDATED_AT"
"635",Công Xã Paris,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"636",Cầu Ðiện Biên Phủ,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"637",Nguyễn Thái Học,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"638",Lý Chính Thắng,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"639",Trần Quốc Thảo,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"640",Võ Văn Tần,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"641",Bàn Cờ,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"642",Nguyễn Thượng Hiền,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"643",Cầu Số 7,tertiary_link,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"644",Trần Quang Khải,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"645",Đinh Tiên Hoàng,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"646",Nguyễn Hữu Tự,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"647",Công Trường Mê Linh,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"648",Nam Kỳ Khởi Nghĩa,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"649",Hai Bà Trưng,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"650",Ngã Bảy Lý Thái Tổ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"651",Hoàng Sa,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"652",Hoàng Sa,primary_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"653",Hoàng Sa,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"654",Cầu Số 5,tertiary_link,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"655",Lê Văn Sỹ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"656",Công Trường Dân Chủ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"657",Cách Mạng Tháng Tám,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"658",Trần Huy Liệu,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"659",Nguyễn Trãi,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"660",Võ Thị Sáu,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"661",Đường dẫn Cầu Thủ Thiêm,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"662",Cầu Thủ Thiêm,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"663",Kinh Dương Vương,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"664",Bùi Hữu Nghĩa,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"665",Cao Lỗ,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"666",Lý Thái Tổ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"667",Lê Đại Hành,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"668",Nguyễn Ðình Chiểu,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"669",Hương lộ 8,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"670",,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"671",Nguyễn Hữu Trí,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"672",,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"673",Cầu An Lập,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"674",Trần Đại Nghĩa,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"675",Điện Biên Phủ,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"676",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"677",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"678",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"679",Cầu vượt Thủ Đức,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"680",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"681",Cầu vượt Thủ Đức,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"682",Cầu Rạch Chiếc 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"683",Xa Lộ Hà Nội,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"684",Cầu Văn Thánh,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"685",Xô Viết Nghệ Tĩnh,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"686",Điện Biên Phủ,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"687",Điện Biên Phủ,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"688",Vòng xoay Điện Biên Phủ,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"689",Võ Văn Kiệt,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"690",Võ Văn Kiệt,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"691",Đinh Bộ Lĩnh,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"692",Cầu Bình Triệu 2,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"693",Quốc lộ 13,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"694",Vòng xoay Ngã Sáu Gò Vấp,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"695",Điện Biên Phủ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"696",Hoàng Minh Giám,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"697",Nguyễn Kiệm,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"698",Nguyễn Ðình Chiểu,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"699",Cầu Nguyễn Văn Cừ,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"700",Võ Văn Kiệt,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"701",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"702",Đường số 9A,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"703",Hồ Văn Huê,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"704",Trần Hữu Trang,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"705",Trần Khắc Chân,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"706",Trần Huy Liệu,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"707",Mai Chí Thọ,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"708",,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"709",Lương Định Của,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"710",Đồng Văn Cống,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"711",,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"712",Cầu Phú Mỹ,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"713",Cầu Phú Mỹ,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"714",Nguyễn Văn Quỳ,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"715",Cầu Giồng Ông Tố 2,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"716",,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"717",,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"718",Võ Chí Công,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"719",Lương Định Của,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"720",Mai Chí Thọ,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"721",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"722",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"723",Cầu Rạch Đĩa,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"724",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"725",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"726",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"727",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"728",Nguyễn Hữu Thọ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"729",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"730",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"731",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"732",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"733",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"734",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"735",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"736",Nguyễn Hữu Thọ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"737",Cầu Lý Phục Man,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"738",Lý Phục Man,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"739",Cầu Khánh Hội,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"740",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"741",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"742",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"743",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"744",Nguyễn Văn Linh,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"745",Cầu Rạch Ngang,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"746",Cầu Thầy Tiêu,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"747",Cầu Rạch Ngang,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"748",Nguyễn Văn Linh,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"749",Khánh Hội,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"750",Ông Ích Khiêm,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"751",Lạc Long Quân,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"752",Quốc Lộ 1,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"753",Cầu Bình Thuận,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"754",Vòng xoay Lạc Long Quân,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"755",,primary_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"756",Vòng xoay Phú Lâm,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"757",Cầu Ông Buông 1,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"758",Xô Viết Nghệ Tĩnh,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"759",Cầu Số 1,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"760",Cầu Số 3,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"761",Cầu Số 4,tertiary_link,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"762",Trương Quốc Dung,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"763",Nguyễn Thị Minh Khai,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"764",Nguyễn Hữu Cảnh,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"765",Nguyễn Hữu Cảnh,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"766",Cầu Thị Nghè 2,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"767",Cầu Thị Nghè 2,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"768",Cầu Văn Thánh 2,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"769",Điện Biên Phủ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"770",Nguyễn Ðình Chiểu,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"771",Cầu Bùi Hữu Nghĩa,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"772",Nguyễn Hữu Thọ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"773",Ngã Sáu Nguyễn Tri Phương,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"774",Đường số 15,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"775",Hưng Phú,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"776",Nguyễn Chí Thanh,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"777",,primary_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"778",,primary_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"779",Cầu Nguyễn Văn Cừ,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"780",Đường số 15,primary_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"781",Hẻm 68 Trần Quang Khải,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"782",Nguyễn Văn Linh,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"783",Cầu Tư Dinh,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"784",Bến Vân Đồn,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"785",Cầu Kênh Ngang 1,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"786",Cầu Tư Dinh,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"787",Nguyễn Văn Linh,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"788",Dương Bá Trạc,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"789",Cao Lỗ,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"790",Đoàn Văn Bơ,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"791",,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"792",,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"793",Lương Định Của,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"794",Lương Định Của,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"795",Hà Huy Giáp,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"796",Hà Huy Giáp,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"797",Hà Huy Giáp,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"798",Hà Huy Giáp,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"799",Hà Huy Giáp,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"800",Cầu Ba Thôn,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"801",Quốc lộ 13,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"802",Đường số 38,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"803",,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"804",Điện Biên Phủ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"805",Xa Lộ Hà Nội,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"806",Đường số 9A,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"807",Trần Nam Trung,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"808",Lý Thái Tổ,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"809",Trần Văn Trà,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"810",Hẻm 131 Tô Hiến Thành,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"811",Hẻm 92 Vũ Huy Tấn,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"812",Đại lộ Bình Dương,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"813",Ngô Chí Quốc,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"814",Cầu Hoàng Hoa Thám,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"815",Cao Xuân Dục,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"816",Quách Thị Trang,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"817",,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"818",Nguyễn Thị Định,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"819",Hoàng Văn Thụ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"820",Đường số 48,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"821",Võ Văn Kiệt,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"822",Cầu Cái Trung,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"823",Song Hành,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"824",Cầu Thủ Thiêm,secondary_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"825",Hà Huy Tập,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"826",Tân Thành,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"827",Phan Văn Trị,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"828",Phan Xích Long,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"829",Nam Kỳ Khởi Nghĩa,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"830",Nguyễn Thái Sơn,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"831",Huỳnh Văn Bánh,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"832",Hoàng Văn Thụ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"833",Hoàng Văn Thụ,primary_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"834",Hoàng Hoa Thám,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"835",Hoàng Văn Thụ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"836",Đường tỉnh 743,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"837",Song Hành 22,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"838",Bến Phú Lâm,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"839",Hoàng Lê Kha,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"840",Hồng Bàng,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"841",Lê Tuấn Mậu,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"842",Ngã tư Hàng Xanh,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"843",Nguyễn Hữu Cảnh,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"844",Trần Não,secondary_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"845",Điện Biên Phủ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"846",,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"847",Điện Biên Phủ,primary_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"848",Điện Biên Phủ,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"849",Ngô Tất Tố,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"850",An Dương Vương,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"851",Kinh Dương Vương,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"852",,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"853",,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"854",,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"855",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"856",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"857",Vòng xoay Nguyễn Văn Linh - Quốc lộ 1A,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"858",Quốc lộ 1,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"859",Quốc lộ 1,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"860",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"861",Quốc lộ 1,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"862",Quốc lộ 1,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"863",Hồ Chí Minh - Trung Lương,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"864",Võ Văn Kiệt,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"865",Đại Lộ Võ Văn Kiệt (Đông Tây),trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"866",Võ Văn Kiệt,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"867",Cầu vượt Võ Văn Kiệt,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"868",Võ Văn Kiệt,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"869",Quốc lộ 1,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"870",Quốc lộ 1,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"871",Quốc lộ 1,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"872",Cầu vượt Võ Văn Kiệt,trunk_link,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"873",Đường số 2,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"874",Cầu Suối Cái,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"875",Xa Lộ Hà Nội,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"876",Cống đập Rạch Chiếc,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"877",Đỗ Xuân Hợp,secondary,3,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"878",Hiệp Bình,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"879",Hiệp Bình,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"880",Bạch Đằng,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"881",Bạch Đằng,primary,2,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"882",Bến Bình Đông,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"883",Phú Định,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"884",Phú Định,tertiary,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"885",Võ Văn Kiệt,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"886",Cầu Nước Lên,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"887",Cầu Rạch Cây,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"888",Cầu Lò Gốm,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"889",Cầu Nước Lên,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"890",Cầu Rạch Cây,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"891",Cầu Lò Gốm,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"892",Võ Văn Kiệt (Đông Tây),trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"893",Võ Văn Kiệt (Đông Tây),trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"894",Võ Văn Kiệt,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"895",Võ Văn Kiệt,trunk,1,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
"896",Cầu Ông Cậy,unclassified,4,2026-05-18 00:00:00.000,0,2026-05-24 05:44:41.000
